long,lat,objectid,clave_vere,numero_ord,clave_vado,origendato
-58.4933197653714,-34.6226449203632,18675,079-017B-001-13011-1,1,079-017B-001-13011-1-1,VueloFotogrametrico
-58.4934598975325,-34.6227553345228,18676,079-017B-002-13011-1,1,079-017B-002-13011-1-1,VueloFotogrametrico
-58.492492004043,-34.6235300281784,18677,079-017B-014-4072-1,1,079-017B-014-4072-1-1,VueloFotogrametrico
-58.4923582659645,-34.6234086236566,18678,079-017B-015-4072-1,1,079-017B-015-4072-1-1,VueloFotogrametrico
-58.4935121557837,-34.6228229270984,18679,079-017C-001-13011-1,1,079-017C-001-13011-1-1,VueloFotogrametrico
-58.4936757884911,-34.6229303657903,18680,079-017C-002-13011-1,1,079-017C-002-13011-1-1,VueloFotogrametrico
-58.3728217915978,-34.5892393576822,79659,003-066B-001H-19007-2,1,003-066B-001H-19007-2-1,VueloFotogrametrico
-58.4671846595697,-34.6095952698523,43643,059-021D-000-5069-1,1,059-021D-000-5069-1-1,VueloFotogrametrico
-58.4665557841066,-34.6095385471064,43644,059-021D-000-1014-1,1,059-021D-000-1014-1-1,VueloFotogrametrico
-58.524791134819,-34.6437311301357,69056,072-053A-001-17010-1,2,072-053A-001-17010-1-2,VueloFotogrametrico
-58.5250166746646,-34.6437568661211,69057,072-053A-002-17010-1,1,072-053A-002-17010-1-1,VueloFotogrametrico
-58.5249492961193,-34.6446025267277,69058,072-053A-010-21067-1,1,072-053A-010-21067-1-1,VueloFotogrametrico
-58.5246999823695,-34.6446395031664,69059,072-053A-011-3071-1,1,072-053A-011-3071-1-1,VueloFotogrametrico
-58.524658707639,-34.6445869672671,69060,072-053A-011-3071-1,2,072-053A-011-3071-1-2,VueloFotogrametrico
-58.5251010502882,-34.6437582554564,69061,072-053B-001-17010-1,1,072-053B-001-17010-1-1,VueloFotogrametrico
-58.5253526660468,-34.6437852490414,69062,072-053B-002-17010-1,1,072-053B-002-17010-1-1,VueloFotogrametrico
-58.5252793339207,-34.6446155161609,69063,072-053B-010-19085-1,1,072-053B-010-19085-1-1,VueloFotogrametrico
-58.5250181503609,-34.6446041402603,69064,072-053B-011-21067-1,1,072-053B-011-21067-1-1,VueloFotogrametrico
-58.525421783871,-34.6437887538112,69065,072-053C-001-17010-1,1,072-053C-001-17010-1-1,VueloFotogrametrico
-58.5256852112224,-34.6438073575722,69066,072-053C-002-17010-1,1,072-053C-002-17010-1-1,VueloFotogrametrico
-58.5255987156279,-34.6446559718548,69067,072-053C-010-21067-1,1,072-053C-010-21067-1-1,VueloFotogrametrico
-58.5253476635928,-34.6446184850719,69068,072-053C-011-21067-1,1,072-053C-011-21067-1-1,VueloFotogrametrico
-58.5257507376719,-34.6438101886997,69069,072-053D-001-17010-1,1,072-053D-001-17010-1-1,VueloFotogrametrico
-58.5260651940093,-34.6438281296514,69070,072-053D-002-17010-1,1,072-053D-002-17010-1-1,VueloFotogrametrico
-58.5260196782822,-34.6437911981322,69071,072-053D-002-17010-1,2,072-053D-002-17010-1-2,VueloFotogrametrico
-58.5259699753271,-34.6446995956642,69072,072-053D-010-21067-1,1,072-053D-010-21067-1-1,VueloFotogrametrico
-58.5260204121664,-34.6446464537121,69073,072-053D-010-21067-1,2,072-053D-010-21067-1-2,VueloFotogrametrico
-58.5256798792392,-34.6446292707736,69074,072-053D-011-21067-1,1,072-053D-011-21067-1-1,VueloFotogrametrico
-58.5248078651849,-34.6428687094126,69075,072-054A-001-2103-1,1,072-054A-001-2103-1-1,VueloFotogrametrico
-58.4617793548861,-34.5609068441403,76965,039-086-003-13099-1,1,039-086-003-13099-1-1,VueloFotogrametrico
-58.4617663508627,-34.5608528094527,76966,039-086-003-13099-1,2,039-086-003-13099-1-2,VueloFotogrametrico
-58.4610519988403,-34.5617320679706,76967,039-086-007G-16015-1,1,039-086-007G-16015-1-1,VueloFotogrametrico
-58.4610888798675,-34.5617101312863,76968,039-086-007G-16015-1,2,039-086-007G-16015-1-2,VueloFotogrametrico
-58.4660546083781,-34.5646182247352,76706,039-051-001I-16015-1,2,039-051-001I-16015-1-2,VueloFotogrametrico
-58.4650920341276,-34.5641041282303,76707,039-051-001Ã-27008-1,1,039-051-001Ã-27008-1-1,VueloFotogrametrico
-58.4650901064682,-34.5640630537264,76708,039-051-001Ã-27008-1,3,039-051-001Ã-27008-1-3,VueloFotogrametrico
-58.4657839262416,-34.563263436388,76709,039-051-007C-2083-1,1,039-051-007C-2083-1-1,VueloFotogrametrico
-58.4658295537777,-34.5632607056371,76710,039-051-007C-2083-1,2,039-051-007C-2083-1-2,VueloFotogrametrico
-58.4667218496344,-34.5638196921285,76711,039-051-016A-6057-1,1,039-051-016A-6057-1-1,VueloFotogrametrico
-58.466701086865,-34.5637787045985,76712,039-051-016A-6057-1,2,039-051-016A-6057-1-2,VueloFotogrametrico
-58.4658752819386,-34.5631859957463,76713,039-052-001E-2083-1,1,039-052-001E-2083-1-1,VueloFotogrametrico
-58.4658787781266,-34.5631438834832,76714,039-052-001E-2083-1,2,039-052-001E-2083-1-2,VueloFotogrametrico
-58.4665352432665,-34.5623957907915,76715,039-052-007-27008-1,1,039-052-007-27008-1-1,VueloFotogrametrico
-58.471027264012,-34.5489645109223,34966,043-200-000-7028-1,5,043-200-000-7028-1-5,VueloFotogrametrico
-58.4720318075368,-34.548972382549,34967,043-200-000-7028-1,6,043-200-000-7028-1-6,VueloFotogrametrico
-58.4711099476908,-34.5488048664066,34968,043-200-000-7028-1,7,043-200-000-7028-1-7,VueloFotogrametrico
-58.4711484606876,-34.5487928832757,34969,043-200-000-7028-1,8,043-200-000-7028-1-8,VueloFotogrametrico
-58.4729908986703,-34.5494013336816,34970,043-201-000-7028-1,1,043-201-000-7028-1-1,VueloFotogrametrico
-58.4730471064884,-34.54937227557,34971,043-201-000-7028-1,2,043-201-000-7028-1-2,VueloFotogrametrico
-58.4720992384028,-34.5492166131329,34972,043-201-000-7028-1,3,043-201-000-7028-1-3,VueloFotogrametrico
-58.4731269474602,-34.5492025793562,34973,043-201-000-7028-1,4,043-201-000-7028-1-4,VueloFotogrametrico
-58.4720804039083,-34.5491757163728,34974,043-201-000-7028-1,5,043-201-000-7028-1-5,VueloFotogrametrico
-58.4731082539013,-34.5491819050644,34975,043-201-000-7028-1,6,043-201-000-7028-1-6,VueloFotogrametrico
-58.4721610025236,-34.5490132364677,34976,043-201-000-7028-1,7,043-201-000-7028-1-7,VueloFotogrametrico
-58.4760541848049,-34.5532026114429,34199,043-080-013D-19028-1,2,043-080-013D-19028-1-2,VueloFotogrametrico
-58.4752214595019,-34.5527817068589,34200,043-080-020A-19028-1,1,043-080-020A-19028-1-1,VueloFotogrametrico
-58.4752155559213,-34.5527395047183,34201,043-080-020A-19028-1,2,043-080-020A-19028-1-2,VueloFotogrametrico
-58.4764840276317,-34.551087026822,34202,043-081-001C-17087-1,1,043-081-001C-17087-1-1,VueloFotogrametrico
-58.4765153364382,-34.5510846901219,34203,043-081-001C-17087-1,2,043-081-001C-17087-1-2,VueloFotogrametrico
-58.4773165815025,-34.5515363992074,34204,043-081-008-6057-1,1,043-081-008-6057-1-1,VueloFotogrametrico
-58.4773030088829,-34.5515005874958,34205,043-081-008-6057-1,2,043-081-008-6057-1-2,VueloFotogrametrico
-58.4767742689472,-34.5521873702867,34206,043-081-014-6057-1,1,043-081-014-6057-1-1,VueloFotogrametrico
-58.47685095558,-34.5521712919322,34207,043-081-014-6057-1,2,043-081-014-6057-1-2,VueloFotogrametrico
-58.4759837304933,-34.5517682177435,34208,043-081-020B-17087-1,1,043-081-020B-17087-1-1,VueloFotogrametrico
-58.4759805170344,-34.5517226286465,34209,043-081-020B-17087-1,2,043-081-020B-17087-1-2,VueloFotogrametrico
-58.4771006163777,-34.5503957879433,34210,043-082-001-17087-1,1,043-082-001-17087-1-1,VueloFotogrametrico
-58.4770173066844,-34.550380859029,34211,043-082-001-17087-1,2,043-082-001-17087-1-2,VueloFotogrametrico
-58.477583790195,-34.5511947529911,34212,043-082-007C-6057-1,1,043-082-007C-6057-1-1,VueloFotogrametrico
-58.4775754780214,-34.5511222910062,34213,043-082-007C-6057-1,2,043-082-007C-6057-1-2,VueloFotogrametrico
-58.4773592920194,-34.5514296685202,34214,043-082-009A-13026-1,1,043-082-009A-13026-1-1,VueloFotogrametrico
-58.4741918973386,-34.5497427674881,34505,043-128-001-7028-1,1,043-128-001-7028-1-1,VueloFotogrametrico
-58.4742294364681,-34.5497061413255,34506,043-128-001-7028-1,2,043-128-001-7028-1-2,VueloFotogrametrico
-58.4750606023449,-34.5498888541262,34507,043-128-007-7028-1,1,043-128-007-7028-1-1,VueloFotogrametrico
-58.475038786055,-34.5498660301875,34508,043-128-007-7028-1,2,043-128-007-7028-1-2,VueloFotogrametrico
-58.4748891843351,-34.5501093893846,34509,043-128-009-3155-1,1,043-128-009-3155-1-1,VueloFotogrametrico
-58.4747078009487,-34.5485684435727,34510,043-129-001-17024-1,1,043-129-001-17024-1-1,VueloFotogrametrico
-58.4747503522653,-34.5485595842076,34511,043-129-001-17024-1,2,043-129-001-17024-1-2,VueloFotogrametrico
-58.4755917117381,-34.548869636951,34512,043-129-008-3155-1,1,043-129-008-3155-1-1,VueloFotogrametrico
-58.4755702300549,-34.5488380301629,34513,043-129-008-3155-1,2,043-129-008-3155-1-2,VueloFotogrametrico
-58.475244612546,-34.5495377903576,34514,043-129-016-7028-1,1,043-129-016-7028-1-1,VueloFotogrametrico
-58.4752973850867,-34.5495049035848,34515,043-129-016-7028-1,2,043-129-016-7028-1-2,VueloFotogrametrico
-58.4743421754485,-34.5493573455219,34516,043-129-024-3189-1,1,043-129-024-3189-1-1,VueloFotogrametrico
-58.4743282535817,-34.5493134225151,34517,043-129-024-3189-1,2,043-129-024-3189-1-2,VueloFotogrametrico
-58.4751142458964,-34.5477402832895,34518,043-130-001B-23062-1,1,043-130-001B-23062-1-1,VueloFotogrametrico
-58.4751549082936,-34.5477336084536,34519,043-130-001B-23062-1,2,043-130-001B-23062-1-2,VueloFotogrametrico
-58.4759968563705,-34.5480452484443,34520,043-130-008A-23062-1,1,043-130-008A-23062-1-1,VueloFotogrametrico
-58.4427180645075,-34.6172396142833,8680,045-031-021A-19075-1,1,045-031-021A-19075-1-1,VueloFotogrametrico
-58.4427820375258,-34.6172067460085,8681,045-031-021A-19075-1,2,045-031-021A-19075-1-2,VueloFotogrametrico
-58.4416166909928,-34.6167459844168,8682,045-031-030A-2090-1,1,045-031-030A-2090-1-1,VueloFotogrametrico
-58.4432571493711,-34.616005129699,8683,045-032-002-19075-1,1,045-032-002-19075-1-1,VueloFotogrametrico
-58.4432350707694,-34.61598770476,8684,045-032-002-19075-1,2,045-032-002-19075-1-2,VueloFotogrametrico
-58.4431688858873,-34.6162379050421,8685,045-032-004-1141-1,1,045-032-004-1141-1-1,VueloFotogrametrico
-58.443424998529,-34.6154973826193,8686,045-033A-031-19075-1,1,045-033A-031-19075-1-1,VueloFotogrametrico
-58.4432950178949,-34.6158678262093,8687,045-033A-034-19075-1,1,045-033A-034-19075-1-1,VueloFotogrametrico
-58.4433276792209,-34.6158323551504,8688,045-033A-034-19075-1,2,045-033A-034-19075-1-2,VueloFotogrametrico
-58.4419541010585,-34.6158710273687,8689,045-033A-046-3147-1,1,045-033A-046-3147-1-1,VueloFotogrametrico
-58.4424477565968,-34.6145933648539,8690,045-033B-001-1094-1,1,045-033B-001-1094-1-1,VueloFotogrametrico
-58.4436409641577,-34.6150760514483,8691,045-033B-012-1094-1,1,045-033B-012-1094-1-1,VueloFotogrametrico
-58.4436117107664,-34.6150395468811,8692,045-033B-012-1094-1,2,045-033B-012-1094-1-2,VueloFotogrametrico
-58.443466752562,-34.615434205565,8693,045-033B-015-19075-1,1,045-033B-015-19075-1-1,VueloFotogrametrico
-58.4415372068654,-34.6130937375236,8694,045-034C-005C-17133-1,1,045-034C-005C-17133-1-1,VueloFotogrametrico
-58.4416012208016,-34.6130813934261,8695,045-034C-005C-17133-1,2,045-034C-005C-17133-1-2,VueloFotogrametrico
-58.4411734019722,-34.6139535090838,8696,045-034C-009C-1094-2,1,045-034C-009C-1094-2-1,VueloFotogrametrico
-58.4934552076392,-34.6011191100688,4645,071-019-000-7112-2,2,071-019-000-7112-2-2,VueloFotogrametrico
-58.493686826524,-34.6010649754322,4646,071-019-000-7112-2,3,071-019-000-7112-2-3,VueloFotogrametrico
-58.4923415413766,-34.6010424542896,4647,071-019-000-7112-2,4,071-019-000-7112-2-4,VueloFotogrametrico
-58.4918191701394,-34.6010064941682,4648,071-019-000-7112-2,5,071-019-000-7112-2-5,VueloFotogrametrico
-58.4944773572718,-34.6010315367462,4649,071-019-000-7112-2,6,071-019-000-7112-2-6,VueloFotogrametrico
-58.4937541297218,-34.6009904758863,4650,071-019-000-7112-2,7,071-019-000-7112-2-7,VueloFotogrametrico
-58.4904312289947,-34.6009113073398,4651,071-019-000-7112-2,8,071-019-000-7112-2-8,VueloFotogrametrico
-58.4927578386679,-34.6020526211447,4652,071-019-001-8007-1,1,071-019-001-8007-1-1,VueloFotogrametrico
-58.4928111173102,-34.6020342559161,4653,071-019-001-8007-1,2,071-019-001-8007-1-2,VueloFotogrametrico
-58.4918395942798,-34.6009270248517,4654,071-020-000-14011-1,1,071-020-000-14011-1-1,VueloFotogrametrico
-58.4923153425545,-34.6009289539868,4655,071-020-000-14011-1,2,071-020-000-14011-1-2,VueloFotogrametrico
-58.4923153425545,-34.6009289539868,4656,071-020-000-14011-1,3,071-020-000-14011-1-3,VueloFotogrametrico
-58.4923144377109,-34.6009241963953,4657,071-020-000-14011-1,4,071-020-000-14011-1-4,VueloFotogrametrico
-58.4923144377109,-34.6009241963953,4658,071-020-000-14011-1,5,071-020-000-14011-1-5,VueloFotogrametrico
-58.4918295207839,-34.6009034819375,4659,071-020-000-14011-1,6,071-020-000-14011-1-6,VueloFotogrametrico
-58.4919557160034,-34.6007295898124,4660,071-020-000-14011-1,7,071-020-000-14011-1-7,VueloFotogrametrico
-58.4923067992583,-34.6009649358907,4661,071-020-000-7112-1,1,071-020-000-7112-1-1,VueloFotogrametrico
-58.4925936740415,-34.5998557409161,4662,071-021-001A-12146-1,1,071-021-001A-12146-1-1,VueloFotogrametrico
-58.4926474230513,-34.5998516838688,4663,071-021-001A-12146-1,2,071-021-001A-12146-1-2,VueloFotogrametrico
-58.4938599286202,-34.6006062746678,4664,071-021-012-8007-2,1,071-021-012-8007-2-1,VueloFotogrametrico
-58.49384861414,-34.600574098963,4665,071-021-012-8007-2,2,071-021-012-8007-2-2,VueloFotogrametrico
-58.4934780617458,-34.6010585515508,4666,071-021-015-8007-1,1,071-021-015-8007-1-1,VueloFotogrametrico
-58.493579076382,-34.6010123673109,4667,071-021-015-8007-1,2,071-021-015-8007-1-2,VueloFotogrametrico
-58.4825774814511,-34.663896574368,30227,064-025-029-5005-1,1,064-025-029-5005-1-1,VueloFotogrametrico
-58.4825833465023,-34.6638437768021,30228,064-025-029-5005-1,2,064-025-029-5005-1-2,VueloFotogrametrico
-58.4850236730668,-34.6619572752008,30229,064-026-001A-17105-1,1,064-026-001A-17105-1-1,VueloFotogrametrico
-58.4856441597472,-34.6626254142288,30230,064-026-007-6037-1,1,064-026-007-6037-1-1,VueloFotogrametrico
-58.4856436855869,-34.6625652694659,30231,064-026-007-6037-1,2,064-026-007-6037-1-2,VueloFotogrametrico
-58.4844862107767,-34.6634892676806,30232,064-026-021A-6037-1,1,064-026-021A-6037-1-1,VueloFotogrametrico
-58.4845598478454,-34.6634790617947,30233,064-026-021A-6037-1,2,064-026-021A-6037-1-2,VueloFotogrametrico
-58.4838208271693,-34.6629242956896,30234,064-026-026C-17105-1,1,064-026-026C-17105-1-1,VueloFotogrametrico
-58.4838410792696,-34.6628573820421,30235,064-026-026C-17105-1,2,064-026-026C-17105-1-2,VueloFotogrametrico
-58.4759625791519,-34.6688482994394,30236,064-028-001-4102-1,1,064-028-001-4102-1-1,VueloFotogrametrico
-58.4757217845792,-34.6679088771581,30237,064-028-009B-4102-1,1,064-028-009B-4102-1-1,VueloFotogrametrico
-58.4758632924252,-34.6678511713861,30238,064-028-010-20073-1,1,064-028-010-20073-1-1,VueloFotogrametrico
-58.4758195265107,-34.6678467006598,30239,064-028-010-20073-1,2,064-028-010-20073-1-2,VueloFotogrametrico
-58.4765124107797,-34.6684021647912,30240,064-028-017-17105-1,1,064-028-017-17105-1-1,VueloFotogrametrico
-58.475965435663,-34.6677533377302,30241,064-029-001-13086-1,1,064-029-001-13086-1-1,VueloFotogrametrico
-58.4759705987163,-34.6677180309121,30242,064-029-001-13086-1,2,064-029-001-13086-1-2,VueloFotogrametrico
-58.4769069960766,-34.6670307201085,30243,064-029-013-13086-1,1,064-029-013-13086-1-1,VueloFotogrametrico
-58.4991777532123,-34.6014941563451,5384,081-142-000-20097-1,1,081-142-000-20097-1-1,VueloFotogrametrico
-58.4993425660776,-34.6012951273432,5385,081-142-000-20097-1,2,081-142-000-20097-1-2,VueloFotogrametrico
-58.4993723561446,-34.601293829933,5386,081-142-000-20097-1,3,081-142-000-20097-1-3,VueloFotogrametrico
-58.5001147437831,-34.6002556289149,5387,081-143-001-12161-1,1,081-143-001-12161-1-1,VueloFotogrametrico
-58.4770069098167,-34.6705523091764,30937,066-020-007A-12063-1,2,066-020-007A-12063-1-2,VueloFotogrametrico
-58.4767447414572,-34.6708366483366,30938,066-020-010B-12063-1,1,066-020-010B-12063-1-1,VueloFotogrametrico
-58.4686239871141,-34.6759830093533,30939,066-023-000B-20117-1,1,066-023-000B-20117-1-1,VueloFotogrametrico
-58.4686239871141,-34.6759830093533,30940,066-023-000B-20117-1,2,066-023-000B-20117-1-2,VueloFotogrametrico
-58.468629869051,-34.6759782522022,30941,066-023-000B-20117-1,3,066-023-000B-20117-1-3,VueloFotogrametrico
-58.468629869051,-34.6759782522022,30942,066-023-000B-20117-1,4,066-023-000B-20117-1-4,VueloFotogrametrico
-58.4679101990591,-34.6753750770385,30943,066-023-000B-20117-1,5,066-023-000B-20117-1-5,VueloFotogrametrico
-58.4679258711915,-34.6753620517324,30944,066-023-000B-20117-1,6,066-023-000B-20117-1-6,VueloFotogrametrico
-58.4695738999582,-34.6752230156728,30945,066-023-001-20117-1,1,066-023-001-20117-1-1,VueloFotogrametrico
-58.4696070286032,-34.6751304283473,30946,066-023-001-20117-1,2,066-023-001-20117-1-2,VueloFotogrametrico
-58.468923192516,-34.6745543772355,30947,066-023-033-20117-1,1,066-023-033-20117-1-1,VueloFotogrametrico
-58.4689737241587,-34.6745529435142,30948,066-023-033-20117-1,2,066-023-033-20117-1-2,VueloFotogrametrico
-58.4700237967224,-34.6736868733648,30949,066-024A-001A-20080-1,1,066-024A-001A-20080-1-1,VueloFotogrametrico
-58.4699798511147,-34.6736852040521,30950,066-024A-001A-20080-1,2,066-024A-001A-20080-1-2,VueloFotogrametrico
-58.4706795197594,-34.6743037639422,30951,066-024A-010-6037-1,1,066-024A-010-6037-1-1,VueloFotogrametrico
-58.4706777790804,-34.6742630268783,30952,066-024A-010-6037-1,2,066-024A-010-6037-1-2,VueloFotogrametrico
-58.4615695355875,-34.6094208847478,10218,059-081-019-21049-1,1,059-081-019-21049-1-1,VueloFotogrametrico
-58.4616252627013,-34.6093957483905,10219,059-081-019-21049-1,2,059-081-019-21049-1-2,VueloFotogrametrico
-58.460872986211,-34.6090373645598,10220,059-081-026B-21049-1,1,059-081-026B-21049-1-1,VueloFotogrametrico
-58.4608625154877,-34.6089813764208,10221,059-081-026B-21049-1,2,059-081-026B-21049-1-2,VueloFotogrametrico
-58.4615915281388,-34.6079699004262,10222,059-082-001-13125-1,1,059-082-001-13125-1-1,VueloFotogrametrico
-58.4615860356485,-34.6079130233203,10223,059-082-001-13125-1,2,059-082-001-13125-1-2,VueloFotogrametrico
-58.4621123578248,-34.6071555415647,10224,059-082-010D-13125-1,1,059-082-010D-13125-1-1,VueloFotogrametrico
-58.4625807316669,-34.607450612559,10225,059-082-013-1055-1,1,059-082-013-1055-1-1,VueloFotogrametrico
-58.4625538123787,-34.6074096424176,10226,059-082-013-1055-1,2,059-082-013-1055-1-2,VueloFotogrametrico
-58.4621365754094,-34.6082756464765,10227,059-082-020-1055-1,1,059-082-020-1055-1-1,VueloFotogrametrico
-58.4621817145888,-34.6082594806484,10228,059-082-020-1055-1,2,059-082-020-1055-1-2,VueloFotogrametrico
-58.4591830242318,-34.6100951716925,10229,059-085-001-7012-1,1,059-085-001-7012-1-1,VueloFotogrametrico
-58.4592587312305,-34.6100842133856,10230,059-085-001-7012-1,2,059-085-001-7012-1-2,VueloFotogrametrico
-58.4598543264662,-34.6103163272173,10231,059-085-006A-13125-1,1,059-085-006A-13125-1-1,VueloFotogrametrico
-58.4598214797399,-34.6102772294161,10232,059-085-006A-13125-1,2,059-085-006A-13125-1-2,VueloFotogrametrico
-58.4595134994251,-34.6111025192959,10233,059-085-015-23044-1,1,059-085-015-23044-1-1,VueloFotogrametrico
-58.4587346106873,-34.6107798265375,10234,059-085-021B-20085-1,1,059-085-021B-20085-1-1,VueloFotogrametrico
-58.4587229512446,-34.6107374368326,10235,059-085-021B-20085-1,2,059-085-021B-20085-1-2,VueloFotogrametrico
-58.4601412045454,-34.6087693926259,10236,059-086-001-21049-1,1,059-086-001-21049-1-1,VueloFotogrametrico
-58.4601832356865,-34.6087634201548,10237,059-086-001-21049-1,2,059-086-001-21049-1-2,VueloFotogrametrico
-58.4606786963464,-34.6090626475435,10238,059-086-005-21049-1,1,059-086-005-21049-1-1,VueloFotogrametrico
-58.4606541274742,-34.609017563268,10239,059-086-005-21049-1,2,059-086-005-21049-1-2,VueloFotogrametrico
-58.4598748978795,-34.6102094239472,10240,059-086-019-13125-1,1,059-086-019-13125-1-1,VueloFotogrametrico
-58.4599563393019,-34.6101711842058,10241,059-086-019-13125-1,2,059-086-019-13125-1-2,VueloFotogrametrico
-58.4592871928685,-34.6099984224687,10242,059-086-024B-7012-1,1,059-086-024B-7012-1-1,VueloFotogrametrico
